day,month,year,continentExp,Country,cases,deaths,Doses administered per 100 people,Total doses administered,% of population vaccinated
10,9,2020,Europe,Albania,151,1,106,3025728,47.0
9,9,2020,Europe,Albania,147,2,106,3025728,47.0
8,9,2020,Europe,Albania,151,3,106,3025728,47.0
7,9,2020,Europe,Albania,153,4,106,3025728,47.0
6,9,2020,Europe,Albania,135,6,106,3025728,47.0
5,9,2020,Europe,Albania,123,5,106,3025728,47.0
4,9,2020,Europe,Albania,116,5,106,3025728,47.0
3,9,2020,Europe,Albania,122,6,106,3025728,47.0
2,9,2020,Europe,Albania,93,6,106,3025728,47.0
1,9,2020,Europe,Albania,133,4,106,3025728,47.0
31,8,2020,Europe,Albania,101,5,106,3025728,47.0
30,8,2020,Europe,Albania,84,4,106,3025728,47.0
29,8,2020,Europe,Albania,112,5,106,3025728,47.0
28,8,2020,Europe,Albania,156,3,106,3025728,47.0
27,8,2020,Europe,Albania,168,4,106,3025728,47.0
26,8,2020,Europe,Albania,154,5,106,3025728,47.0
25,8,2020,Europe,Albania,178,4,106,3025728,47.0
24,8,2020,Europe,Albania,152,5,106,3025728,47.0
23,8,2020,Europe,Albania,156,5,106,3025728,47.0
22,8,2020,Europe,Albania,152,2,106,3025728,47.0
21,8,2020,Europe,Albania,155,4,106,3025728,47.0
20,8,2020,Europe,Albania,158,2,106,3025728,47.0
19,8,2020,Europe,Albania,155,2,106,3025728,47.0
18,8,2020,Europe,Albania,119,2,106,3025728,47.0
17,8,2020,Europe,Albania,120,3,106,3025728,47.0
16,8,2020,Europe,Albania,143,6,106,3025728,47.0
15,8,2020,Europe,Albania,146,6,106,3025728,47.0
14,8,2020,Europe,Albania,154,5,106,3025728,47.0
13,8,2020,Europe,Albania,141,3,106,3025728,47.0
12,8,2020,Europe,Albania,140,5,106,3025728,47.0
11,8,2020,Europe,Albania,125,1,106,3025728,47.0
10,8,2020,Europe,Albania,136,6,106,3025728,47.0
9,8,2020,Europe,Albania,124,4,106,3025728,47.0
8,8,2020,Europe,Albania,135,1,106,3025728,47.0
7,8,2020,Europe,Albania,127,6,106,3025728,47.0
6,8,2020,Europe,Albania,139,6,106,3025728,47.0
5,8,2020,Europe,Albania,130,4,106,3025728,47.0
4,8,2020,Europe,Albania,101,6,106,3025728,47.0
3,8,2020,Europe,Albania,123,5,106,3025728,47.0
2,8,2020,Europe,Albania,120,4,106,3025728,47.0
1,8,2020,Europe,Albania,79,3,106,3025728,47.0
31,7,2020,Europe,Albania,92,4,106,3025728,47.0
30,7,2020,Europe,Albania,108,2,106,3025728,47.0
29,7,2020,Europe,Albania,117,4,106,3025728,47.0
28,7,2020,Europe,Albania,117,6,106,3025728,47.0
27,7,2020,Europe,Albania,126,4,106,3025728,47.0
26,7,2020,Europe,Albania,67,6,106,3025728,47.0
25,7,2020,Europe,Albania,104,5,106,3025728,47.0
24,7,2020,Europe,Albania,108,3,106,3025728,47.0
23,7,2020,Europe,Albania,68,3,106,3025728,47.0
22,7,2020,Europe,Albania,119,4,106,3025728,47.0
21,7,2020,Europe,Albania,81,1,106,3025728,47.0
20,7,2020,Europe,Albania,82,1,106,3025728,47.0
19,7,2020,Europe,Albania,102,4,106,3025728,47.0
18,7,2020,Europe,Albania,55,3,106,3025728,47.0
17,7,2020,Europe,Albania,99,3,106,3025728,47.0
16,7,2020,Europe,Albania,85,4,106,3025728,47.0
15,7,2020,Europe,Albania,96,2,106,3025728,47.0
14,7,2020,Europe,Albania,117,2,106,3025728,47.0
13,7,2020,Europe,Albania,83,4,106,3025728,47.0
12,7,2020,Europe,Albania,93,4,106,3025728,47.0
11,7,2020,Europe,Albania,90,2,106,3025728,47.0
10,7,2020,Europe,Albania,82,0,106,3025728,47.0
9,7,2020,Europe,Albania,68,2,106,3025728,47.0
8,7,2020,Europe,Albania,74,2,106,3025728,47.0
7,7,2020,Europe,Albania,71,3,106,3025728,47.0
6,7,2020,Europe,Albania,74,2,106,3025728,47.0
5,7,2020,Europe,Albania,67,2,106,3025728,47.0
4,7,2020,Europe,Albania,90,3,106,3025728,47.0
3,7,2020,Europe,Albania,82,4,106,3025728,47.0
2,7,2020,Europe,Albania,45,3,106,3025728,47.0
1,7,2020,Europe,Albania,69,4,106,3025728,47.0
30,6,2020,Europe,Albania,64,3,106,3025728,47.0
29,6,2020,Europe,Albania,72,2,106,3025728,47.0
28,6,2020,Europe,Albania,61,2,106,3025728,47.0
27,6,2020,Europe,Albania,77,2,106,3025728,47.0
26,6,2020,Europe,Albania,78,2,106,3025728,47.0
25,6,2020,Europe,Albania,67,2,106,3025728,47.0
24,6,2020,Europe,Albania,52,1,106,3025728,47.0
23,6,2020,Europe,Albania,68,0,106,3025728,47.0
22,6,2020,Europe,Albania,36,1,106,3025728,47.0
21,6,2020,Europe,Albania,53,1,106,3025728,47.0
20,6,2020,Europe,Albania,50,3,106,3025728,47.0
19,6,2020,Europe,Albania,66,1,106,3025728,47.0
18,6,2020,Europe,Albania,50,1,106,3025728,47.0
17,6,2020,Europe,Albania,82,1,106,3025728,47.0
16,6,2020,Europe,Albania,69,0,106,3025728,47.0
15,6,2020,Europe,Albania,57,0,106,3025728,47.0
14,6,2020,Europe,Albania,48,0,106,3025728,47.0
13,6,2020,Europe,Albania,31,1,106,3025728,47.0
12,6,2020,Europe,Albania,44,1,106,3025728,47.0
11,6,2020,Europe,Albania,42,0,106,3025728,47.0
10,6,2020,Europe,Albania,36,0,106,3025728,47.0
9,6,2020,Europe,Albania,17,0,106,3025728,47.0
8,6,2020,Europe,Albania,14,0,106,3025728,47.0
7,6,2020,Europe,Albania,20,1,106,3025728,47.0
6,6,2020,Europe,Albania,15,0,106,3025728,47.0
5,6,2020,Europe,Albania,13,0,106,3025728,47.0
4,6,2020,Europe,Albania,20,0,106,3025728,47.0
3,6,2020,Europe,Albania,21,0,106,3025728,47.0
2,6,2020,Europe,Albania,6,0,106,3025728,47.0
1,6,2020,Europe,Albania,15,0,106,3025728,47.0
31,5,2020,Europe,Albania,23,0,106,3025728,47.0
30,5,2020,Europe,Albania,23,0,106,3025728,47.0
29,5,2020,Europe,Albania,26,0,106,3025728,47.0
28,5,2020,Europe,Albania,21,0,106,3025728,47.0
27,5,2020,Europe,Albania,25,1,106,3025728,47.0
26,5,2020,Europe,Albania,6,0,106,3025728,47.0
25,5,2020,Europe,Albania,9,1,106,3025728,47.0
24,5,2020,Europe,Albania,8,0,106,3025728,47.0
23,5,2020,Europe,Albania,12,0,106,3025728,47.0
22,5,2020,Europe,Albania,5,0,106,3025728,47.0
21,5,2020,Europe,Albania,15,0,106,3025728,47.0
20,5,2020,Europe,Albania,1,0,106,3025728,47.0
19,5,2020,Europe,Albania,2,0,106,3025728,47.0
18,5,2020,Europe,Albania,13,0,106,3025728,47.0
17,5,2020,Europe,Albania,17,0,106,3025728,47.0
16,5,2020,Europe,Albania,18,0,106,3025728,47.0
15,5,2020,Europe,Albania,18,0,106,3025728,47.0
14,5,2020,Europe,Albania,4,0,106,3025728,47.0
13,5,2020,Europe,Albania,4,0,106,3025728,47.0
12,5,2020,Europe,Albania,4,0,106,3025728,47.0
11,5,2020,Europe,Albania,12,0,106,3025728,47.0
10,5,2020,Europe,Albania,6,0,106,3025728,47.0
9,5,2020,Europe,Albania,8,0,106,3025728,47.0
8,5,2020,Europe,Albania,10,0,106,3025728,47.0
7,5,2020,Europe,Albania,12,0,106,3025728,47.0
6,5,2020,Europe,Albania,17,0,106,3025728,47.0
5,5,2020,Europe,Albania,8,0,106,3025728,47.0
4,5,2020,Europe,Albania,6,0,106,3025728,47.0
3,5,2020,Europe,Albania,7,0,106,3025728,47.0
2,5,2020,Europe,Albania,9,0,106,3025728,47.0
1,5,2020,Europe,Albania,7,0,106,3025728,47.0
30,4,2020,Europe,Albania,16,1,106,3025728,47.0
29,4,2020,Europe,Albania,14,2,106,3025728,47.0
28,4,2020,Europe,Albania,10,0,106,3025728,47.0
27,4,2020,Europe,Albania,14,1,106,3025728,47.0
26,4,2020,Europe,Albania,34,0,106,3025728,47.0
25,4,2020,Europe,Albania,15,0,106,3025728,47.0
24,4,2020,Europe,Albania,29,0,106,3025728,47.0
23,4,2020,Europe,Albania,25,1,106,3025728,47.0
22,4,2020,Europe,Albania,25,0,106,3025728,47.0
21,4,2020,Europe,Albania,22,0,106,3025728,47.0
20,4,2020,Europe,Albania,14,0,106,3025728,47.0
19,4,2020,Europe,Albania,9,0,106,3025728,47.0
18,4,2020,Europe,Albania,21,0,106,3025728,47.0
17,4,2020,Europe,Albania,24,1,106,3025728,47.0
16,4,2020,Europe,Albania,19,1,106,3025728,47.0
15,4,2020,Europe,Albania,8,1,106,3025728,47.0
14,4,2020,Europe,Albania,21,0,106,3025728,47.0
13,4,2020,Europe,Albania,13,0,106,3025728,47.0
12,4,2020,Europe,Albania,17,0,106,3025728,47.0
11,4,2020,Europe,Albania,7,0,106,3025728,47.0
10,4,2020,Europe,Albania,9,1,106,3025728,47.0
9,4,2020,Europe,Albania,17,0,106,3025728,47.0
8,4,2020,Europe,Albania,6,0,106,3025728,47.0
7,4,2020,Europe,Albania,16,1,106,3025728,47.0
6,4,2020,Europe,Albania,28,2,106,3025728,47.0
5,4,2020,Europe,Albania,29,2,106,3025728,47.0
4,4,2020,Europe,Albania,27,1,106,3025728,47.0
3,4,2020,Europe,Albania,18,1,106,3025728,47.0
2,4,2020,Europe,Albania,16,0,106,3025728,47.0
1,4,2020,Europe,Albania,20,3,106,3025728,47.0
31,3,2020,Europe,Albania,11,2,106,3025728,47.0
30,3,2020,Europe,Albania,15,0,106,3025728,47.0
29,3,2020,Europe,Albania,11,1,106,3025728,47.0
28,3,2020,Europe,Albania,12,3,106,3025728,47.0
27,3,2020,Europe,Albania,28,1,106,3025728,47.0
26,3,2020,Europe,Albania,23,0,106,3025728,47.0
25,3,2020,Europe,Albania,23,1,106,3025728,47.0
24,3,2020,Europe,Albania,11,2,106,3025728,47.0
23,3,2020,Europe,Albania,13,0,106,3025728,47.0
22,3,2020,Europe,Albania,6,0,106,3025728,47.0
21,3,2020,Europe,Albania,0,0,106,3025728,47.0
20,3,2020,Europe,Albania,11,0,106,3025728,47.0
19,3,2020,Europe,Albania,4,1,106,3025728,47.0
18,3,2020,Europe,Albania,4,0,106,3025728,47.0
17,3,2020,Europe,Albania,9,0,106,3025728,47.0
16,3,2020,Europe,Albania,4,0,106,3025728,47.0
15,3,2020,Europe,Albania,5,0,106,3025728,47.0
14,3,2020,Europe,Albania,10,0,106,3025728,47.0
13,3,2020,Europe,Albania,12,0,106,3025728,47.0
12,3,2020,Europe,Albania,1,1,106,3025728,47.0
11,3,2020,Europe,Albania,4,0,106,3025728,47.0
10,3,2020,Europe,Albania,4,0,106,3025728,47.0
9,3,2020,Europe,Albania,2,0,106,3025728,47.0
14,12,2020,Africa,Algeria,464,12,35,15267442,18.0
13,12,2020,Africa,Algeria,517,9,35,15267442,18.0
12,12,2020,Africa,Algeria,542,11,35,15267442,18.0
11,12,2020,Africa,Algeria,565,10,35,15267442,18.0
10,12,2020,Africa,Algeria,598,15,35,15267442,18.0
9,12,2020,Africa,Algeria,591,12,35,15267442,18.0
8,12,2020,Africa,Algeria,573,11,35,15267442,18.0
7,12,2020,Africa,Algeria,750,15,35,15267442,18.0
6,12,2020,Africa,Algeria,772,9,35,15267442,18.0
5,12,2020,Africa,Algeria,803,12,35,15267442,18.0
4,12,2020,Africa,Algeria,843,16,35,15267442,18.0
3,12,2020,Africa,Algeria,932,17,35,15267442,18.0
2,12,2020,Africa,Algeria,963,16,35,15267442,18.0
1,12,2020,Africa,Algeria,968,21,35,15267442,18.0
30,11,2020,Africa,Algeria,1009,17,35,15267442,18.0
29,11,2020,Africa,Algeria,1044,21,35,15267442,18.0
28,11,2020,Africa,Algeria,1058,20,35,15267442,18.0
27,11,2020,Africa,Algeria,1085,23,35,15267442,18.0
26,11,2020,Africa,Algeria,1025,20,35,15267442,18.0
25,11,2020,Africa,Algeria,1133,15,35,15267442,18.0
24,11,2020,Africa,Algeria,1005,19,35,15267442,18.0
23,11,2020,Africa,Algeria,1088,35,35,15267442,18.0
22,11,2020,Africa,Algeria,1019,1,35,15267442,18.0
21,11,2020,Africa,Algeria,1103,15,35,15267442,18.0
20,11,2020,Africa,Algeria,1023,18,35,15267442,18.0
19,11,2020,Africa,Algeria,1038,20,35,15267442,18.0
18,11,2020,Africa,Algeria,1002,18,35,15267442,18.0
17,11,2020,Africa,Algeria,910,14,35,15267442,18.0
16,11,2020,Africa,Algeria,860,15,35,15267442,18.0
15,11,2020,Africa,Algeria,844,14,35,15267442,18.0
14,11,2020,Africa,Algeria,867,14,35,15267442,18.0
13,11,2020,Africa,Algeria,851,18,35,15267442,18.0
12,11,2020,Africa,Algeria,811,16,35,15267442,18.0
11,11,2020,Africa,Algeria,753,15,35,15267442,18.0
10,11,2020,Africa,Algeria,642,14,35,15267442,18.0
9,11,2020,Africa,Algeria,670,12,35,15267442,18.0
8,11,2020,Africa,Algeria,581,12,35,15267442,18.0
7,11,2020,Africa,Algeria,631,13,35,15267442,18.0
6,11,2020,Africa,Algeria,642,12,35,15267442,18.0
5,11,2020,Africa,Algeria,548,10,35,15267442,18.0
4,11,2020,Africa,Algeria,405,9,35,15267442,18.0
3,11,2020,Africa,Algeria,302,7,35,15267442,18.0
2,11,2020,Africa,Algeria,330,9,35,15267442,18.0
1,11,2020,Africa,Algeria,291,8,35,15267442,18.0
31,10,2020,Africa,Algeria,319,7,35,15267442,18.0
30,10,2020,Africa,Algeria,306,8,35,15267442,18.0
29,10,2020,Africa,Algeria,320,10,35,15267442,18.0
28,10,2020,Africa,Algeria,287,9,35,15267442,18.0
27,10,2020,Africa,Algeria,276,8,35,15267442,18.0
26,10,2020,Africa,Algeria,263,7,35,15267442,18.0
25,10,2020,Africa,Algeria,250,10,35,15267442,18.0
24,10,2020,Africa,Algeria,273,9,35,15267442,18.0
23,10,2020,Africa,Algeria,266,8,35,15267442,18.0
22,10,2020,Africa,Algeria,252,15,35,15267442,18.0
21,10,2020,Africa,Algeria,223,0,35,15267442,18.0
20,10,2020,Africa,Algeria,214,9,35,15267442,18.0
19,10,2020,Africa,Algeria,199,10,35,15267442,18.0
18,10,2020,Africa,Algeria,215,5,35,15267442,18.0
17,10,2020,Africa,Algeria,211,5,35,15267442,18.0
16,10,2020,Africa,Algeria,193,9,35,15267442,18.0
15,10,2020,Africa,Algeria,185,9,35,15267442,18.0
14,10,2020,Africa,Algeria,174,9,35,15267442,18.0
13,10,2020,Africa,Algeria,153,8,35,15267442,18.0
12,10,2020,Africa,Algeria,132,6,35,15267442,18.0
11,10,2020,Africa,Algeria,136,6,35,15267442,18.0
10,10,2020,Africa,Algeria,146,6,35,15267442,18.0
9,10,2020,Africa,Algeria,138,4,35,15267442,18.0
8,10,2020,Africa,Algeria,121,6,35,15267442,18.0
7,10,2020,Africa,Algeria,129,5,35,15267442,18.0
6,10,2020,Africa,Algeria,134,8,35,15267442,18.0
5,10,2020,Africa,Algeria,141,4,35,15267442,18.0
4,10,2020,Africa,Algeria,148,7,35,15267442,18.0
3,10,2020,Africa,Algeria,157,8,35,15267442,18.0
2,10,2020,Africa,Algeria,160,7,35,15267442,18.0
1,10,2020,Africa,Algeria,162,8,35,15267442,18.0
30,9,2020,Africa,Algeria,155,7,35,15267442,18.0
29,9,2020,Africa,Algeria,146,5,35,15267442,18.0
28,9,2020,Africa,Algeria,153,3,35,15267442,18.0
27,9,2020,Africa,Algeria,160,4,35,15267442,18.0
26,9,2020,Africa,Algeria,175,4,35,15267442,18.0
25,9,2020,Africa,Algeria,179,5,35,15267442,18.0
24,9,2020,Africa,Algeria,186,9,35,15267442,18.0
23,9,2020,Africa,Algeria,191,10,35,15267442,18.0
22,9,2020,Africa,Algeria,197,7,35,15267442,18.0
21,9,2020,Africa,Algeria,203,7,35,15267442,18.0
20,9,2020,Africa,Algeria,210,6,35,15267442,18.0
19,9,2020,Africa,Algeria,219,5,35,15267442,18.0
18,9,2020,Africa,Algeria,228,9,35,15267442,18.0
17,9,2020,Africa,Algeria,232,13,35,15267442,18.0
16,9,2020,Africa,Algeria,238,12,35,15267442,18.0
15,9,2020,Africa,Algeria,242,8,35,15267442,18.0
14,9,2020,Africa,Algeria,247,7,35,15267442,18.0
13,9,2020,Africa,Algeria,255,6,35,15267442,18.0
12,9,2020,Africa,Algeria,264,8,35,15267442,18.0
11,9,2020,Africa,Algeria,272,10,35,15267442,18.0
10,9,2020,Africa,Algeria,278,10,35,15267442,18.0
9,9,2020,Africa,Algeria,285,9,35,15267442,18.0
8,9,2020,Africa,Algeria,289,6,35,15267442,18.0
7,9,2020,Africa,Algeria,293,7,35,15267442,18.0
6,9,2020,Africa,Algeria,298,10,35,15267442,18.0
5,9,2020,Africa,Algeria,304,8,35,15267442,18.0
4,9,2020,Africa,Algeria,311,6,35,15267442,18.0
3,9,2020,Africa,Algeria,325,7,35,15267442,18.0
2,9,2020,Africa,Algeria,339,8,35,15267442,18.0
1,9,2020,Africa,Algeria,348,9,35,15267442,18.0
31,8,2020,Africa,Algeria,364,10,35,15267442,18.0
30,8,2020,Africa,Algeria,379,8,35,15267442,18.0
29,8,2020,Africa,Algeria,387,8,35,15267442,18.0
28,8,2020,Africa,Algeria,397,10,35,15267442,18.0
27,8,2020,Africa,Algeria,391,9,35,15267442,18.0
26,8,2020,Africa,Algeria,370,10,35,15267442,18.0
25,8,2020,Africa,Algeria,398,11,35,15267442,18.0
24,8,2020,Africa,Algeria,392,11,35,15267442,18.0
23,8,2020,Africa,Algeria,401,6,35,15267442,18.0
22,8,2020,Africa,Algeria,409,7,35,15267442,18.0
21,8,2020,Africa,Algeria,411,9,35,15267442,18.0
20,8,2020,Africa,Algeria,403,11,35,15267442,18.0
19,8,2020,Africa,Algeria,419,12,35,15267442,18.0
18,8,2020,Africa,Algeria,442,9,35,15267442,18.0
17,8,2020,Africa,Algeria,450,10,35,15267442,18.0
16,8,2020,Africa,Algeria,469,9,35,15267442,18.0
15,8,2020,Africa,Algeria,477,10,35,15267442,18.0
14,8,2020,Africa,Algeria,488,8,35,15267442,18.0
13,8,2020,Africa,Algeria,495,11,35,15267442,18.0
12,8,2020,Africa,Algeria,492,10,35,15267442,18.0
11,8,2020,Africa,Algeria,498,10,35,15267442,18.0
10,8,2020,Africa,Algeria,521,9,35,15267442,18.0
9,8,2020,Africa,Algeria,538,11,35,15267442,18.0
8,8,2020,Africa,Algeria,529,9,35,15267442,18.0
7,8,2020,Africa,Algeria,571,12,35,15267442,18.0
6,8,2020,Africa,Algeria,551,13,35,15267442,18.0
5,8,2020,Africa,Algeria,532,9,35,15267442,18.0
4,8,2020,Africa,Algeria,507,8,35,15267442,18.0
3,8,2020,Africa,Algeria,515,8,35,15267442,18.0
2,8,2020,Africa,Algeria,556,13,35,15267442,18.0
1,8,2020,Africa,Algeria,563,10,35,15267442,18.0
31,7,2020,Africa,Algeria,602,14,35,15267442,18.0
30,7,2020,Africa,Algeria,614,12,35,15267442,18.0
29,7,2020,Africa,Algeria,642,11,35,15267442,18.0
28,7,2020,Africa,Algeria,616,8,35,15267442,18.0
27,7,2020,Africa,Algeria,593,9,35,15267442,18.0
26,7,2020,Africa,Algeria,605,10,35,15267442,18.0
25,7,2020,Africa,Algeria,675,12,35,15267442,18.0
24,7,2020,Africa,Algeria,612,13,35,15267442,18.0
23,7,2020,Africa,Algeria,594,11,35,15267442,18.0
22,7,2020,Africa,Algeria,587,13,35,15267442,18.0
21,7,2020,Africa,Algeria,607,9,35,15267442,18.0
20,7,2020,Africa,Algeria,535,10,35,15267442,18.0
19,7,2020,Africa,Algeria,601,11,35,15267442,18.0
18,7,2020,Africa,Algeria,593,5,35,15267442,18.0
17,7,2020,Africa,Algeria,585,12,35,15267442,18.0
16,7,2020,Africa,Algeria,554,12,35,15267442,18.0
15,7,2020,Africa,Algeria,527,10,35,15267442,18.0
14,7,2020,Africa,Algeria,494,7,35,15267442,18.0
13,7,2020,Africa,Algeria,483,7,35,15267442,18.0
12,7,2020,Africa,Algeria,470,8,35,15267442,18.0
11,7,2020,Africa,Algeria,434,8,35,15267442,18.0
10,7,2020,Africa,Algeria,460,10,35,15267442,18.0
9,7,2020,Africa,Algeria,469,10,35,15267442,18.0
8,7,2020,Africa,Algeria,475,9,35,15267442,18.0
7,7,2020,Africa,Algeria,463,7,35,15267442,18.0
6,7,2020,Africa,Algeria,441,6,35,15267442,18.0
5,7,2020,Africa,Algeria,430,9,35,15267442,18.0
4,7,2020,Africa,Algeria,413,9,35,15267442,18.0
3,7,2020,Africa,Algeria,385,8,35,15267442,18.0
2,7,2020,Africa,Algeria,365,8,35,15267442,18.0
1,7,2020,Africa,Algeria,336,7,35,15267442,18.0
30,6,2020,Africa,Algeria,298,8,35,15267442,18.0
29,6,2020,Africa,Algeria,305,5,35,15267442,18.0
28,6,2020,Africa,Algeria,283,7,35,15267442,18.0
27,6,2020,Africa,Algeria,240,7,35,15267442,18.0
26,6,2020,Africa,Algeria,197,9,35,15267442,18.0
25,6,2020,Africa,Algeria,172,8,35,15267442,18.0
24,6,2020,Africa,Algeria,156,9,35,15267442,18.0
23,6,2020,Africa,Algeria,149,7,35,15267442,18.0
22,6,2020,Africa,Algeria,140,8,35,15267442,18.0
21,6,2020,Africa,Algeria,127,12,35,15267442,18.0
20,6,2020,Africa,Algeria,119,14,35,15267442,18.0
19,6,2020,Africa,Algeria,117,12,35,15267442,18.0
18,6,2020,Africa,Algeria,121,11,35,15267442,18.0
17,6,2020,Africa,Algeria,116,11,35,15267442,18.0
16,6,2020,Africa,Algeria,112,10,35,15267442,18.0
15,6,2020,Africa,Algeria,109,7,35,15267442,18.0
14,6,2020,Africa,Algeria,112,9,35,15267442,18.0
13,6,2020,Africa,Algeria,109,10,35,15267442,18.0
12,6,2020,Africa,Algeria,105,9,35,15267442,18.0
11,6,2020,Africa,Algeria,102,8,35,15267442,18.0
10,6,2020,Africa,Algeria,117,9,35,15267442,18.0
9,6,2020,Africa,Algeria,111,8,35,15267442,18.0
8,6,2020,Africa,Algeria,104,9,35,15267442,18.0
7,6,2020,Africa,Algeria,115,8,35,15267442,18.0
6,6,2020,Africa,Algeria,104,9,35,15267442,18.0
5,6,2020,Africa,Algeria,205,14,35,15267442,18.0
4,6,2020,Africa,Algeria,0,0,35,15267442,18.0
3,6,2020,Africa,Algeria,113,6,35,15267442,18.0
2,6,2020,Africa,Algeria,119,8,35,15267442,18.0
1,6,2020,Africa,Algeria,127,7,35,15267442,18.0
31,5,2020,Africa,Algeria,133,8,35,15267442,18.0
30,5,2020,Africa,Algeria,137,8,35,15267442,18.0
29,5,2020,Africa,Algeria,140,7,35,15267442,18.0
28,5,2020,Africa,Algeria,160,6,35,15267442,18.0
27,5,2020,Africa,Algeria,194,8,35,15267442,18.0
26,5,2020,Africa,Algeria,197,9,35,15267442,18.0
25,5,2020,Africa,Algeria,193,8,35,15267442,18.0
24,5,2020,Africa,Algeria,195,10,35,15267442,18.0
23,5,2020,Africa,Algeria,190,7,35,15267442,18.0
22,5,2020,Africa,Algeria,186,7,35,15267442,18.0
21,5,2020,Africa,Algeria,165,7,35,15267442,18.0
20,5,2020,Africa,Algeria,176,6,35,15267442,18.0
19,5,2020,Africa,Algeria,182,7,35,15267442,18.0
18,5,2020,Africa,Algeria,198,6,35,15267442,18.0
17,5,2020,Africa,Algeria,192,6,35,15267442,18.0
16,5,2020,Africa,Algeria,187,7,35,15267442,18.0
15,5,2020,Africa,Algeria,189,7,35,15267442,18.0
14,5,2020,Africa,Algeria,186,7,35,15267442,18.0
13,5,2020,Africa,Algeria,176,8,35,15267442,18.0
12,5,2020,Africa,Algeria,168,5,35,15267442,18.0
11,5,2020,Africa,Algeria,165,8,35,15267442,18.0
10,5,2020,Africa,Algeria,189,6,35,15267442,18.0
9,5,2020,Africa,Algeria,187,5,35,15267442,18.0
8,5,2020,Africa,Algeria,185,7,35,15267442,18.0
7,5,2020,Africa,Algeria,159,6,35,15267442,18.0
6,5,2020,Africa,Algeria,190,5,35,15267442,18.0
5,5,2020,Africa,Algeria,174,2,35,15267442,18.0
4,5,2020,Africa,Algeria,179,4,35,15267442,18.0
3,5,2020,Africa,Algeria,141,6,35,15267442,18.0
2,5,2020,Africa,Algeria,148,3,35,15267442,18.0
1,5,2020,Africa,Algeria,158,6,35,15267442,18.0
30,4,2020,Africa,Algeria,199,7,35,15267442,18.0
29,4,2020,Africa,Algeria,132,5,35,15267442,18.0
28,4,2020,Africa,Algeria,135,7,35,15267442,18.0
27,4,2020,Africa,Algeria,126,6,35,15267442,18.0
26,4,2020,Africa,Algeria,129,4,35,15267442,18.0
25,4,2020,Africa,Algeria,120,8,35,15267442,18.0
24,4,2020,Africa,Algeria,97,5,35,15267442,18.0
23,4,2020,Africa,Algeria,99,10,35,15267442,18.0
22,4,2020,Africa,Algeria,93,8,35,15267442,18.0
21,4,2020,Africa,Algeria,89,9,35,15267442,18.0
20,4,2020,Africa,Algeria,94,8,35,15267442,18.0
19,4,2020,Africa,Algeria,117,3,35,15267442,18.0
18,4,2020,Africa,Algeria,150,16,35,15267442,18.0
17,4,2020,Africa,Algeria,108,12,35,15267442,18.0
16,4,2020,Africa,Algeria,90,11,35,15267442,18.0
15,4,2020,Africa,Algeria,87,12,35,15267442,18.0
14,4,2020,Africa,Algeria,69,20,35,15267442,18.0
13,4,2020,Africa,Algeria,89,18,35,15267442,18.0
12,4,2020,Africa,Algeria,64,19,35,15267442,18.0
11,4,2020,Africa,Algeria,95,21,35,15267442,18.0
10,4,2020,Africa,Algeria,94,30,35,15267442,18.0
9,4,2020,Africa,Algeria,104,12,35,15267442,18.0
8,4,2020,Africa,Algeria,45,20,35,15267442,18.0
7,4,2020,Africa,Algeria,103,21,35,15267442,18.0
6,4,2020,Africa,Algeria,69,22,35,15267442,18.0
5,4,2020,Africa,Algeria,80,25,35,15267442,18.0
4,4,2020,Africa,Algeria,185,42,35,15267442,18.0
3,4,2020,Africa,Algeria,139,5,35,15267442,18.0
2,4,2020,Africa,Algeria,131,14,35,15267442,18.0
1,4,2020,Africa,Algeria,132,9,35,15267442,18.0
31,3,2020,Africa,Algeria,73,4,35,15267442,18.0
30,3,2020,Africa,Algeria,57,2,35,15267442,18.0
29,3,2020,Africa,Algeria,45,3,35,15267442,18.0
28,3,2020,Africa,Algeria,42,1,35,15267442,18.0
27,3,2020,Africa,Algeria,65,4,35,15267442,18.0
26,3,2020,Africa,Algeria,38,2,35,15267442,18.0
25,3,2020,Africa,Algeria,34,2,35,15267442,18.0
24,3,2020,Africa,Algeria,29,0,35,15267442,18.0
23,3,2020,Africa,Algeria,62,2,35,15267442,18.0
22,3,2020,Africa,Algeria,37,5,35,15267442,18.0
21,3,2020,Africa,Algeria,12,3,35,15267442,18.0
20,3,2020,Africa,Algeria,18,1,35,15267442,18.0
19,3,2020,Africa,Algeria,12,1,35,15267442,18.0
18,3,2020,Africa,Algeria,2,1,35,15267442,18.0
17,3,2020,Africa,Algeria,10,0,35,15267442,18.0
16,3,2020,Africa,Algeria,11,2,35,15267442,18.0
15,3,2020,Africa,Algeria,11,0,35,15267442,18.0
14,3,2020,Africa,Algeria,1,1,35,15267442,18.0
13,3,2020,Africa,Algeria,5,1,35,15267442,18.0
12,3,2020,Africa,Algeria,0,0,35,15267442,18.0
9,3,2020,Africa,Algeria,3,0,35,15267442,18.0
6,3,2020,Africa,Algeria,5,0,35,15267442,18.0
5,3,2020,Africa,Algeria,7,0,35,15267442,18.0
4,3,2020,Africa,Algeria,2,0,35,15267442,18.0
2,3,2020,Africa,Algeria,0,0,35,15267442,18.0
1,3,2020,Africa,Algeria,2,0,35,15267442,18.0
