day,month,year,continentExp,Country,cases,deaths,Doses administered per 100 people,Total doses administered,% of population vaccinated
19,6,2020,Europe,Ireland,14,4,225,11098406,83.0
18,6,2020,Europe,Ireland,7,1,225,11098406,83.0
17,6,2020,Europe,Ireland,13,3,225,11098406,83.0
16,6,2020,Europe,Ireland,18,0,225,11098406,83.0
15,6,2020,Europe,Ireland,8,1,225,11098406,83.0
14,6,2020,Europe,Ireland,45,0,225,11098406,83.0
13,6,2020,Europe,Ireland,12,2,225,11098406,83.0
12,6,2020,Europe,Ireland,7,8,225,11098406,83.0
11,6,2020,Europe,Ireland,16,4,225,11098406,83.0
10,6,2020,Europe,Ireland,8,8,225,11098406,83.0
9,6,2020,Europe,Ireland,6,4,225,11098406,83.0
8,6,2020,Europe,Ireland,18,9,225,11098406,83.0
7,6,2020,Europe,Ireland,20,0,225,11098406,83.0
6,6,2020,Europe,Ireland,21,6,225,11098406,83.0
5,6,2020,Europe,Ireland,31,5,225,11098406,83.0
4,6,2020,Europe,Ireland,45,1,225,11098406,83.0
3,6,2020,Europe,Ireland,4,8,225,11098406,83.0
2,6,2020,Europe,Ireland,72,0,225,11098406,83.0
1,6,2020,Europe,Ireland,61,0,225,11098406,83.0
31,5,2020,Europe,Ireland,53,5,225,11098406,83.0
30,5,2020,Europe,Ireland,35,6,225,11098406,83.0
29,5,2020,Europe,Ireland,38,8,225,11098406,83.0
28,5,2020,Europe,Ireland,68,16,225,11098406,83.0
27,5,2020,Europe,Ireland,37,9,225,11098406,83.0
26,5,2020,Europe,Ireland,59,0,225,11098406,83.0
25,5,2020,Europe,Ireland,57,2,225,11098406,83.0
24,5,2020,Europe,Ireland,76,12,225,11098406,83.0
23,5,2020,Europe,Ireland,115,9,225,11098406,83.0
22,5,2020,Europe,Ireland,76,12,225,11098406,83.0
21,5,2020,Europe,Ireland,64,10,225,11098406,83.0
20,5,2020,Europe,Ireland,51,14,225,11098406,83.0
19,5,2020,Europe,Ireland,88,4,225,11098406,83.0
18,5,2020,Europe,Ireland,64,10,225,11098406,83.0
17,5,2020,Europe,Ireland,92,15,225,11098406,83.0
16,5,2020,Europe,Ireland,129,12,225,11098406,83.0
15,5,2020,Europe,Ireland,426,9,225,11098406,83.0
14,5,2020,Europe,Ireland,159,9,225,11098406,83.0
13,5,2020,Europe,Ireland,107,21,225,11098406,83.0
12,5,2020,Europe,Ireland,139,9,225,11098406,83.0
11,5,2020,Europe,Ireland,236,12,225,11098406,83.0
10,5,2020,Europe,Ireland,219,17,225,11098406,83.0
9,5,2020,Europe,Ireland,156,26,225,11098406,83.0
8,5,2020,Europe,Ireland,137,28,225,11098406,83.0
7,5,2020,Europe,Ireland,265,36,225,11098406,83.0
6,5,2020,Europe,Ireland,261,20,225,11098406,83.0
5,5,2020,Europe,Ireland,216,16,225,11098406,83.0
4,5,2020,Europe,Ireland,330,38,225,11098406,83.0
3,5,2020,Europe,Ireland,343,0,225,11098406,83.0
2,5,2020,Europe,Ireland,221,33,225,11098406,83.0
1,5,2020,Europe,Ireland,359,42,225,11098406,83.0
30,4,2020,Europe,Ireland,376,31,225,11098406,83.0
29,4,2020,Europe,Ireland,229,57,225,11098406,83.0
28,4,2020,Europe,Ireland,386,15,225,11098406,83.0
27,4,2020,Europe,Ireland,701,24,225,11098406,83.0
26,4,2020,Europe,Ireland,377,234,225,11098406,83.0
25,4,2020,Europe,Ireland,577,35,225,11098406,83.0
24,4,2020,Europe,Ireland,936,25,225,11098406,83.0
23,4,2020,Europe,Ireland,631,39,225,11098406,83.0
22,4,2020,Europe,Ireland,388,43,225,11098406,83.0
21,4,2020,Europe,Ireland,401,77,225,11098406,83.0
20,4,2020,Europe,Ireland,493,39,225,11098406,83.0
19,4,2020,Europe,Ireland,778,41,225,11098406,83.0
18,4,2020,Europe,Ireland,709,44,225,11098406,83.0
17,4,2020,Europe,Ireland,724,42,225,11098406,83.0
16,4,2020,Europe,Ireland,1068,38,225,11098406,83.0
15,4,2020,Europe,Ireland,832,41,225,11098406,83.0
14,4,2020,Europe,Ireland,992,31,225,11098406,83.0
13,4,2020,Europe,Ireland,727,14,225,11098406,83.0
12,4,2020,Europe,Ireland,839,33,225,11098406,83.0
11,4,2020,Europe,Ireland,696,24,225,11098406,83.0
10,4,2020,Europe,Ireland,1169,28,225,11098406,83.0
9,4,2020,Europe,Ireland,515,25,225,11098406,83.0
8,4,2020,Europe,Ireland,345,36,225,11098406,83.0
7,4,2020,Europe,Ireland,253,16,225,11098406,83.0
6,4,2020,Europe,Ireland,507,21,225,11098406,83.0
5,4,2020,Europe,Ireland,331,17,225,11098406,83.0
4,4,2020,Europe,Ireland,424,22,225,11098406,83.0
3,4,2020,Europe,Ireland,402,13,225,11098406,83.0
2,4,2020,Europe,Ireland,212,14,225,11098406,83.0
1,4,2020,Europe,Ireland,325,17,225,11098406,83.0
31,3,2020,Europe,Ireland,295,8,225,11098406,83.0
30,3,2020,Europe,Ireland,200,10,225,11098406,83.0
29,3,2020,Europe,Ireland,294,14,225,11098406,83.0
28,3,2020,Europe,Ireland,302,3,225,11098406,83.0
27,3,2020,Europe,Ireland,255,10,225,11098406,83.0
26,3,2020,Europe,Ireland,235,2,225,11098406,83.0
25,3,2020,Europe,Ireland,204,1,225,11098406,83.0
24,3,2020,Europe,Ireland,219,2,225,11098406,83.0
23,3,2020,Europe,Ireland,121,1,225,11098406,83.0
22,3,2020,Europe,Ireland,102,0,225,11098406,83.0
21,3,2020,Europe,Ireland,126,0,225,11098406,83.0
20,3,2020,Europe,Ireland,191,1,225,11098406,83.0
19,3,2020,Europe,Ireland,74,0,225,11098406,83.0
18,3,2020,Europe,Ireland,69,0,225,11098406,83.0
17,3,2020,Europe,Ireland,54,0,225,11098406,83.0
16,3,2020,Europe,Ireland,40,0,225,11098406,83.0
15,3,2020,Europe,Ireland,38,1,225,11098406,83.0
14,3,2020,Europe,Ireland,21,0,225,11098406,83.0
13,3,2020,Europe,Ireland,27,0,225,11098406,83.0
12,3,2020,Europe,Ireland,8,1,225,11098406,83.0
11,3,2020,Europe,Ireland,14,0,225,11098406,83.0
9,3,2020,Europe,Ireland,2,0,225,11098406,83.0
8,3,2020,Europe,Ireland,1,0,225,11098406,83.0
7,3,2020,Europe,Ireland,5,0,225,11098406,83.0
6,3,2020,Europe,Ireland,7,0,225,11098406,83.0
5,3,2020,Europe,Ireland,4,0,225,11098406,83.0
4,3,2020,Europe,Ireland,1,0,225,11098406,83.0
2,3,2020,Europe,Ireland,0,0,225,11098406,83.0
1,3,2020,Europe,Ireland,1,0,225,11098406,83.0
29,2,2020,Europe,Ireland,0,0,225,11098406,83.0
28,2,2020,Europe,Ireland,0,0,225,11098406,83.0
27,2,2020,Europe,Ireland,0,0,225,11098406,83.0
26,2,2020,Europe,Ireland,0,0,225,11098406,83.0
25,2,2020,Europe,Ireland,0,0,225,11098406,83.0
24,2,2020,Europe,Ireland,0,0,225,11098406,83.0
23,2,2020,Europe,Ireland,0,0,225,11098406,83.0
22,2,2020,Europe,Ireland,0,0,225,11098406,83.0
21,2,2020,Europe,Ireland,0,0,225,11098406,83.0
20,2,2020,Europe,Ireland,0,0,225,11098406,83.0
19,2,2020,Europe,Ireland,0,0,225,11098406,83.0
18,2,2020,Europe,Ireland,0,0,225,11098406,83.0
17,2,2020,Europe,Ireland,0,0,225,11098406,83.0
16,2,2020,Europe,Ireland,0,0,225,11098406,83.0
15,2,2020,Europe,Ireland,0,0,225,11098406,83.0
14,2,2020,Europe,Ireland,0,0,225,11098406,83.0
13,2,2020,Europe,Ireland,0,0,225,11098406,83.0
12,2,2020,Europe,Ireland,0,0,225,11098406,83.0
11,2,2020,Europe,Ireland,0,0,225,11098406,83.0
10,2,2020,Europe,Ireland,0,0,225,11098406,83.0
9,2,2020,Europe,Ireland,0,0,225,11098406,83.0
8,2,2020,Europe,Ireland,0,0,225,11098406,83.0
7,2,2020,Europe,Ireland,0,0,225,11098406,83.0
6,2,2020,Europe,Ireland,0,0,225,11098406,83.0
5,2,2020,Europe,Ireland,0,0,225,11098406,83.0
4,2,2020,Europe,Ireland,0,0,225,11098406,83.0
3,2,2020,Europe,Ireland,0,0,225,11098406,83.0
2,2,2020,Europe,Ireland,0,0,225,11098406,83.0
1,2,2020,Europe,Ireland,0,0,225,11098406,83.0
31,1,2020,Europe,Ireland,0,0,225,11098406,83.0
30,1,2020,Europe,Ireland,0,0,225,11098406,83.0
29,1,2020,Europe,Ireland,0,0,225,11098406,83.0
28,1,2020,Europe,Ireland,0,0,225,11098406,83.0
27,1,2020,Europe,Ireland,0,0,225,11098406,83.0
26,1,2020,Europe,Ireland,0,0,225,11098406,83.0
25,1,2020,Europe,Ireland,0,0,225,11098406,83.0
24,1,2020,Europe,Ireland,0,0,225,11098406,83.0
23,1,2020,Europe,Ireland,0,0,225,11098406,83.0
22,1,2020,Europe,Ireland,0,0,225,11098406,83.0
21,1,2020,Europe,Ireland,0,0,225,11098406,83.0
20,1,2020,Europe,Ireland,0,0,225,11098406,83.0
19,1,2020,Europe,Ireland,0,0,225,11098406,83.0
18,1,2020,Europe,Ireland,0,0,225,11098406,83.0
17,1,2020,Europe,Ireland,0,0,225,11098406,83.0
16,1,2020,Europe,Ireland,0,0,225,11098406,83.0
15,1,2020,Europe,Ireland,0,0,225,11098406,83.0
14,1,2020,Europe,Ireland,0,0,225,11098406,83.0
13,1,2020,Europe,Ireland,0,0,225,11098406,83.0
12,1,2020,Europe,Ireland,0,0,225,11098406,83.0
11,1,2020,Europe,Ireland,0,0,225,11098406,83.0
10,1,2020,Europe,Ireland,0,0,225,11098406,83.0
9,1,2020,Europe,Ireland,0,0,225,11098406,83.0
8,1,2020,Europe,Ireland,0,0,225,11098406,83.0
7,1,2020,Europe,Ireland,0,0,225,11098406,83.0
6,1,2020,Europe,Ireland,0,0,225,11098406,83.0
5,1,2020,Europe,Ireland,0,0,225,11098406,83.0
4,1,2020,Europe,Ireland,0,0,225,11098406,83.0
3,1,2020,Europe,Ireland,0,0,225,11098406,83.0
2,1,2020,Europe,Ireland,0,0,225,11098406,83.0
1,1,2020,Europe,Ireland,0,0,225,11098406,83.0
31,12,2019,Europe,Ireland,0,0,225,11098406,83.0
14,12,2020,Asia,Israel,1844,16,206,18623802,74.0
13,12,2020,Asia,Israel,2746,14,206,18623802,74.0
12,12,2020,Asia,Israel,409,7,206,18623802,74.0
11,12,2020,Asia,Israel,1856,28,206,18623802,74.0
10,12,2020,Asia,Israel,2036,2,206,18623802,74.0
9,12,2020,Asia,Israel,1637,8,206,18623802,74.0
8,12,2020,Asia,Israel,2130,7,206,18623802,74.0
7,12,2020,Asia,Israel,1135,8,206,18623802,74.0
6,12,2020,Asia,Israel,1965,13,206,18623802,74.0
5,12,2020,Asia,Israel,557,5,206,18623802,74.0
4,12,2020,Asia,Israel,1605,8,206,18623802,74.0
3,12,2020,Asia,Israel,1348,6,206,18623802,74.0
2,12,2020,Asia,Israel,1218,12,206,18623802,74.0
1,12,2020,Asia,Israel,1393,1,206,18623802,74.0
30,11,2020,Asia,Israel,982,10,206,18623802,74.0
29,11,2020,Asia,Israel,1196,15,206,18623802,74.0
28,11,2020,Asia,Israel,359,5,206,18623802,74.0
27,11,2020,Asia,Israel,1126,8,206,18623802,74.0
26,11,2020,Asia,Israel,1138,4,206,18623802,74.0
25,11,2020,Asia,Israel,849,11,206,18623802,74.0
24,11,2020,Asia,Israel,927,5,206,18623802,74.0
23,11,2020,Asia,Israel,1006,49,206,18623802,74.0
22,11,2020,Asia,Israel,649,13,206,18623802,74.0
21,11,2020,Asia,Israel,341,2,206,18623802,74.0
20,11,2020,Asia,Israel,1076,3,206,18623802,74.0
19,11,2020,Asia,Israel,469,4,206,18623802,74.0
18,11,2020,Asia,Israel,827,0,206,18623802,74.0
17,11,2020,Asia,Israel,900,3,206,18623802,74.0
16,11,2020,Asia,Israel,675,11,206,18623802,74.0
15,11,2020,Asia,Israel,765,5,206,18623802,74.0
14,11,2020,Asia,Israel,536,10,206,18623802,74.0
13,11,2020,Asia,Israel,833,6,206,18623802,74.0
12,11,2020,Asia,Israel,477,17,206,18623802,74.0
11,11,2020,Asia,Israel,665,5,206,18623802,74.0
10,11,2020,Asia,Israel,622,4,206,18623802,74.0
9,11,2020,Asia,Israel,540,30,206,18623802,74.0
8,11,2020,Asia,Israel,620,0,206,18623802,74.0
7,11,2020,Asia,Israel,291,5,206,18623802,74.0
6,11,2020,Asia,Israel,555,42,206,18623802,74.0
5,11,2020,Asia,Israel,764,5,206,18623802,74.0
4,11,2020,Asia,Israel,809,12,206,18623802,74.0
3,11,2020,Asia,Israel,852,26,206,18623802,74.0
2,11,2020,Asia,Israel,633,13,206,18623802,74.0
1,11,2020,Asia,Israel,797,27,206,18623802,74.0
31,10,2020,Asia,Israel,111,3,206,18623802,74.0
30,10,2020,Asia,Israel,803,17,206,18623802,74.0
29,10,2020,Asia,Israel,763,11,206,18623802,74.0
28,10,2020,Asia,Israel,1173,30,206,18623802,74.0
27,10,2020,Asia,Israel,703,56,206,18623802,74.0
26,10,2020,Asia,Israel,735,25,206,18623802,74.0
25,10,2020,Asia,Israel,573,43,206,18623802,74.0
24,10,2020,Asia,Israel,268,10,206,18623802,74.0
23,10,2020,Asia,Israel,1237,28,206,18623802,74.0
22,10,2020,Asia,Israel,832,13,206,18623802,74.0
21,10,2020,Asia,Israel,1627,15,206,18623802,74.0
20,10,2020,Asia,Israel,1030,54,206,18623802,74.0
19,10,2020,Asia,Israel,1014,19,206,18623802,74.0
18,10,2020,Asia,Israel,936,49,206,18623802,74.0
17,10,2020,Asia,Israel,1695,14,206,18623802,74.0
16,10,2020,Asia,Israel,948,28,206,18623802,74.0
15,10,2020,Asia,Israel,1979,44,206,18623802,74.0
14,10,2020,Asia,Israel,2237,34,206,18623802,74.0
13,10,2020,Asia,Israel,3209,38,206,18623802,74.0
12,10,2020,Asia,Israel,1825,42,206,18623802,74.0
11,10,2020,Asia,Israel,2145,55,206,18623802,74.0
10,10,2020,Asia,Israel,1465,22,206,18623802,74.0
9,10,2020,Asia,Israel,4912,40,206,18623802,74.0
8,10,2020,Asia,Israel,4455,27,206,18623802,74.0
7,10,2020,Asia,Israel,4717,40,206,18623802,74.0
6,10,2020,Asia,Israel,4134,38,206,18623802,74.0
5,10,2020,Asia,Israel,3318,37,206,18623802,74.0
4,10,2020,Asia,Israel,5955,49,206,18623802,74.0
3,10,2020,Asia,Israel,3131,11,206,18623802,74.0
2,10,2020,Asia,Israel,7638,51,206,18623802,74.0
1,10,2020,Asia,Israel,11207,43,206,18623802,74.0
30,9,2020,Asia,Israel,3661,21,206,18623802,74.0
29,9,2020,Asia,Israel,2239,41,206,18623802,74.0
28,9,2020,Asia,Israel,3926,25,206,18623802,74.0
27,9,2020,Asia,Israel,11827,36,206,18623802,74.0
26,9,2020,Asia,Israel,815,27,206,18623802,74.0
25,9,2020,Asia,Israel,9768,53,206,18623802,74.0
24,9,2020,Asia,Israel,11316,40,206,18623802,74.0
23,9,2020,Asia,Israel,795,12,206,18623802,74.0
22,9,2020,Asia,Israel,4152,17,206,18623802,74.0
21,9,2020,Asia,Israel,4825,30,206,18623802,74.0
20,9,2020,Asia,Israel,4531,30,206,18623802,74.0
19,9,2020,Asia,Israel,2138,27,206,18623802,74.0
18,9,2020,Asia,Israel,5165,4,206,18623802,74.0
17,9,2020,Asia,Israel,4974,18,206,18623802,74.0
16,9,2020,Asia,Israel,6426,11,206,18623802,74.0
15,9,2020,Asia,Israel,3772,17,206,18623802,74.0
14,9,2020,Asia,Israel,3379,16,206,18623802,74.0
13,9,2020,Asia,Israel,4653,13,206,18623802,74.0
12,9,2020,Asia,Israel,2022,13,206,18623802,74.0
11,9,2020,Asia,Israel,3960,23,206,18623802,74.0
10,9,2020,Asia,Israel,3863,14,206,18623802,74.0
9,9,2020,Asia,Israel,3676,14,206,18623802,74.0
8,9,2020,Asia,Israel,4399,7,206,18623802,74.0
7,9,2020,Asia,Israel,1471,12,206,18623802,74.0
6,9,2020,Asia,Israel,2754,14,206,18623802,74.0
5,9,2020,Asia,Israel,1159,8,206,18623802,74.0
4,9,2020,Asia,Israel,2721,16,206,18623802,74.0
3,9,2020,Asia,Israel,3274,12,206,18623802,74.0
2,9,2020,Asia,Israel,2235,18,206,18623802,74.0
1,9,2020,Asia,Israel,3010,20,206,18623802,74.0
31,8,2020,Asia,Israel,397,13,206,18623802,74.0
30,8,2020,Asia,Israel,1623,12,206,18623802,74.0
29,8,2020,Asia,Israel,1597,10,206,18623802,74.0
28,8,2020,Asia,Israel,1439,9,206,18623802,74.0
27,8,2020,Asia,Israel,1886,16,206,18623802,74.0
26,8,2020,Asia,Israel,2015,12,206,18623802,74.0
25,8,2020,Asia,Israel,1912,13,206,18623802,74.0
24,8,2020,Asia,Israel,1071,15,206,18623802,74.0
23,8,2020,Asia,Israel,1364,10,206,18623802,74.0
22,8,2020,Asia,Israel,1117,14,206,18623802,74.0
21,8,2020,Asia,Israel,1630,16,206,18623802,74.0
20,8,2020,Asia,Israel,1560,71,206,18623802,74.0
19,8,2020,Asia,Israel,1280,16,206,18623802,74.0
18,8,2020,Asia,Israel,2449,7,206,18623802,74.0
17,8,2020,Asia,Israel,337,11,206,18623802,74.0
16,8,2020,Asia,Israel,1263,9,206,18623802,74.0
15,8,2020,Asia,Israel,1258,14,206,18623802,74.0
14,8,2020,Asia,Israel,1268,12,206,18623802,74.0
13,8,2020,Asia,Israel,1595,17,206,18623802,74.0
12,8,2020,Asia,Israel,1737,9,206,18623802,74.0
11,8,2020,Asia,Israel,2220,13,206,18623802,74.0
10,8,2020,Asia,Israel,537,6,206,18623802,74.0
9,8,2020,Asia,Israel,1474,13,206,18623802,74.0
8,8,2020,Asia,Israel,937,5,206,18623802,74.0
7,8,2020,Asia,Israel,1730,11,206,18623802,74.0
6,8,2020,Asia,Israel,1682,4,206,18623802,74.0
5,8,2020,Asia,Israel,1739,15,206,18623802,74.0
4,8,2020,Asia,Israel,1878,10,206,18623802,74.0
3,8,2020,Asia,Israel,742,9,206,18623802,74.0
2,8,2020,Asia,Israel,1313,15,206,18623802,74.0
1,8,2020,Asia,Israel,591,9,206,18623802,74.0
31,7,2020,Asia,Israel,1823,12,206,18623802,74.0
30,7,2020,Asia,Israel,2001,5,206,18623802,74.0
29,7,2020,Asia,Israel,2097,12,206,18623802,74.0
28,7,2020,Asia,Israel,2502,4,206,18623802,74.0
27,7,2020,Asia,Israel,1278,13,206,18623802,74.0
26,7,2020,Asia,Israel,1203,9,206,18623802,74.0
25,7,2020,Asia,Israel,1493,6,206,18623802,74.0
24,7,2020,Asia,Israel,1897,12,206,18623802,74.0
23,7,2020,Asia,Israel,2043,5,206,18623802,74.0
22,7,2020,Asia,Israel,2366,10,206,18623802,74.0
21,7,2020,Asia,Israel,1387,6,206,18623802,74.0
20,7,2020,Asia,Israel,924,8,206,18623802,74.0
19,7,2020,Asia,Israel,1906,9,206,18623802,74.0
18,7,2020,Asia,Israel,1400,8,206,18623802,74.0
17,7,2020,Asia,Israel,1345,4,206,18623802,74.0
16,7,2020,Asia,Israel,2354,9,206,18623802,74.0
15,7,2020,Asia,Israel,1728,6,206,18623802,74.0
14,7,2020,Asia,Israel,1962,3,206,18623802,74.0
13,7,2020,Asia,Israel,1207,8,206,18623802,74.0
12,7,2020,Asia,Israel,1197,3,206,18623802,74.0
11,7,2020,Asia,Israel,1441,3,206,18623802,74.0
10,7,2020,Asia,Israel,1268,4,206,18623802,74.0
9,7,2020,Asia,Israel,1335,2,206,18623802,74.0
8,7,2020,Asia,Israel,1036,4,206,18623802,74.0
7,7,2020,Asia,Israel,1228,7,206,18623802,74.0
6,7,2020,Asia,Israel,788,1,206,18623802,74.0
5,7,2020,Asia,Israel,1115,4,206,18623802,74.0
4,7,2020,Asia,Israel,513,1,206,18623802,74.0
3,7,2020,Asia,Israel,1285,3,206,18623802,74.0
2,7,2020,Asia,Israel,1013,2,206,18623802,74.0
1,7,2020,Asia,Israel,803,1,206,18623802,74.0
30,6,2020,Asia,Israel,686,1,206,18623802,74.0
29,6,2020,Asia,Israel,334,1,206,18623802,74.0
28,6,2020,Asia,Israel,621,3,206,18623802,74.0
27,6,2020,Asia,Israel,400,5,206,18623802,74.0
26,6,2020,Asia,Israel,356,1,206,18623802,74.0
25,6,2020,Asia,Israel,532,0,206,18623802,74.0
24,6,2020,Asia,Israel,430,1,206,18623802,74.0
23,6,2020,Asia,Israel,304,1,206,18623802,74.0
22,6,2020,Asia,Israel,145,1,206,18623802,74.0
21,6,2020,Asia,Israel,294,1,206,18623802,74.0
20,6,2020,Asia,Israel,303,1,206,18623802,74.0
19,6,2020,Asia,Israel,142,0,206,18623802,74.0
18,6,2020,Asia,Israel,257,0,206,18623802,74.0
17,6,2020,Asia,Israel,299,1,206,18623802,74.0
16,6,2020,Asia,Israel,217,0,206,18623802,74.0
15,6,2020,Asia,Israel,113,2,206,18623802,74.0
14,6,2020,Asia,Israel,132,0,206,18623802,74.0
13,6,2020,Asia,Israel,175,0,206,18623802,74.0
12,6,2020,Asia,Israel,346,1,206,18623802,74.0
11,6,2020,Asia,Israel,87,0,206,18623802,74.0
10,6,2020,Asia,Israel,179,1,206,18623802,74.0
9,6,2020,Asia,Israel,174,0,206,18623802,74.0
8,6,2020,Asia,Israel,132,1,206,18623802,74.0
7,6,2020,Asia,Israel,77,5,206,18623802,74.0
6,6,2020,Asia,Israel,144,1,206,18623802,74.0
5,6,2020,Asia,Israel,133,0,206,18623802,74.0
4,6,2020,Asia,Israel,87,1,206,18623802,74.0
3,6,2020,Asia,Israel,123,3,206,18623802,74.0
2,6,2020,Asia,Israel,148,2,206,18623802,74.0
1,6,2020,Asia,Israel,59,1,206,18623802,74.0
31,5,2020,Asia,Israel,25,0,206,18623802,74.0
30,5,2020,Asia,Israel,115,0,206,18623802,74.0
29,5,2020,Asia,Israel,79,3,206,18623802,74.0
28,5,2020,Asia,Israel,36,0,206,18623802,74.0
27,5,2020,Asia,Israel,23,0,206,18623802,74.0
26,5,2020,Asia,Israel,14,1,206,18623802,74.0
25,5,2020,Asia,Israel,30,1,206,18623802,74.0
24,5,2020,Asia,Israel,0,0,206,18623802,74.0
23,5,2020,Asia,Israel,0,0,206,18623802,74.0
22,5,2020,Asia,Israel,20,0,206,18623802,74.0
21,5,2020,Asia,Israel,20,2,206,18623802,74.0
20,5,2020,Asia,Israel,29,5,206,18623802,74.0
19,5,2020,Asia,Israel,4,0,206,18623802,74.0
18,5,2020,Asia,Israel,9,4,206,18623802,74.0
17,5,2020,Asia,Israel,19,2,206,18623802,74.0
16,5,2020,Asia,Israel,10,1,206,18623802,74.0
15,5,2020,Asia,Israel,31,1,206,18623802,74.0
14,5,2020,Asia,Israel,19,4,206,18623802,74.0
13,5,2020,Asia,Israel,23,2,206,18623802,74.0
12,5,2020,Asia,Israel,29,6,206,18623802,74.0
11,5,2020,Asia,Israel,23,5,206,18623802,74.0
10,5,2020,Asia,Israel,18,2,206,18623802,74.0
9,5,2020,Asia,Israel,55,5,206,18623802,74.0
8,5,2020,Asia,Israel,71,1,206,18623802,74.0
7,5,2020,Asia,Israel,21,1,206,18623802,74.0
6,5,2020,Asia,Israel,43,3,206,18623802,74.0
5,5,2020,Asia,Israel,38,3,206,18623802,74.0
4,5,2020,Asia,Israel,23,3,206,18623802,74.0
3,5,2020,Asia,Israel,84,4,206,18623802,74.0
2,5,2020,Asia,Israel,155,3,206,18623802,74.0
1,5,2020,Asia,Israel,112,7,206,18623802,74.0
30,4,2020,Asia,Israel,245,7,206,18623802,74.0
29,4,2020,Asia,Israel,123,6,206,18623802,74.0
28,4,2020,Asia,Israel,68,3,206,18623802,74.0
27,4,2020,Asia,Israel,100,0,206,18623802,74.0
26,4,2020,Asia,Israel,240,5,206,18623802,74.0
25,4,2020,Asia,Israel,176,1,206,18623802,74.0
24,4,2020,Asia,Israel,290,2,206,18623802,74.0
23,4,2020,Asia,Israel,650,7,206,18623802,74.0
22,4,2020,Asia,Israel,229,7,206,18623802,74.0
21,4,2020,Asia,Israel,222,5,206,18623802,74.0
20,4,2020,Asia,Israel,226,8,206,18623802,74.0
19,4,2020,Asia,Israel,283,13,206,18623802,74.0
18,4,2020,Asia,Israel,224,9,206,18623802,74.0
17,4,2020,Asia,Israel,257,12,206,18623802,74.0
16,4,2020,Asia,Israel,455,7,206,18623802,74.0
15,4,2020,Asia,Israel,460,7,206,18623802,74.0
14,4,2020,Asia,Israel,441,13,206,18623802,74.0
13,4,2020,Asia,Israel,402,2,206,18623802,74.0
12,4,2020,Asia,Israel,335,6,206,18623802,74.0
11,4,2020,Asia,Israel,440,9,206,18623802,74.0
10,4,2020,Asia,Israel,564,15,206,18623802,74.0
9,4,2020,Asia,Israel,156,6,206,18623802,74.0
8,4,2020,Asia,Israel,344,8,206,18623802,74.0
7,4,2020,Asia,Israel,474,8,206,18623802,74.0
6,4,2020,Asia,Israel,412,3,206,18623802,74.0
5,4,2020,Asia,Israel,590,7,206,18623802,74.0
4,4,2020,Asia,Israel,1176,5,206,18623802,74.0
3,4,2020,Asia,Israel,661,13,206,18623802,74.0
2,4,2020,Asia,Israel,675,1,206,18623802,74.0
1,4,2020,Asia,Israel,443,3,206,18623802,74.0
31,3,2020,Asia,Israel,226,2,206,18623802,74.0
30,3,2020,Asia,Israel,628,3,206,18623802,74.0
29,3,2020,Asia,Israel,584,2,206,18623802,74.0
28,3,2020,Asia,Israel,369,2,206,18623802,74.0
27,3,2020,Asia,Israel,297,3,206,18623802,74.0
26,3,2020,Asia,Israel,439,2,206,18623802,74.0
25,3,2020,Asia,Israel,488,2,206,18623802,74.0
24,3,2020,Asia,Israel,371,0,206,18623802,74.0
23,3,2020,Asia,Israel,188,0,206,18623802,74.0
22,3,2020,Asia,Israel,171,0,206,18623802,74.0
21,3,2020,Asia,Israel,35,1,206,18623802,74.0
20,3,2020,Asia,Israel,244,0,206,18623802,74.0
19,3,2020,Asia,Israel,6,0,206,18623802,74.0
18,3,2020,Asia,Israel,167,0,206,18623802,74.0
17,3,2020,Asia,Israel,10,0,206,18623802,74.0
16,3,2020,Asia,Israel,72,0,206,18623802,74.0
15,3,2020,Asia,Israel,62,0,206,18623802,74.0
14,3,2020,Asia,Israel,20,0,206,18623802,74.0
13,3,2020,Asia,Israel,14,0,206,18623802,74.0
12,3,2020,Asia,Israel,12,0,206,18623802,74.0
11,3,2020,Asia,Israel,31,0,206,18623802,74.0
9,3,2020,Asia,Israel,14,0,206,18623802,74.0
8,3,2020,Asia,Israel,6,0,206,18623802,74.0
7,3,2020,Asia,Israel,2,0,206,18623802,74.0
6,3,2020,Asia,Israel,2,0,206,18623802,74.0
5,3,2020,Asia,Israel,5,0,206,18623802,74.0
2,3,2020,Asia,Israel,3,0,206,18623802,74.0
1,3,2020,Asia,Israel,0,0,206,18623802,74.0
29,2,2020,Asia,Israel,4,0,206,18623802,74.0
28,2,2020,Asia,Israel,1,0,206,18623802,74.0
27,2,2020,Asia,Israel,0,0,206,18623802,74.0
26,2,2020,Asia,Israel,0,0,206,18623802,74.0
25,2,2020,Asia,Israel,0,0,206,18623802,74.0
24,2,2020,Asia,Israel,1,0,206,18623802,74.0
23,2,2020,Asia,Israel,0,0,206,18623802,74.0
22,2,2020,Asia,Israel,1,0,206,18623802,74.0
21,2,2020,Asia,Israel,0,0,206,18623802,74.0
20,2,2020,Asia,Israel,0,0,206,18623802,74.0
19,2,2020,Asia,Israel,0,0,206,18623802,74.0
18,2,2020,Asia,Israel,0,0,206,18623802,74.0
17,2,2020,Asia,Israel,0,0,206,18623802,74.0
16,2,2020,Asia,Israel,0,0,206,18623802,74.0
15,2,2020,Asia,Israel,0,0,206,18623802,74.0
